Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
2771,60,RL,65.0,12438,1,0,2,Lvl,AllPub,Inside,2,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,1,0.0,1,0.0,781.0,781.0,GasA,5,1,SBrkr,795,704,0,1499,0.0,0.0,2,1,3,1,4,6,Typ,1,Attchd,1995.0,2,473.0,2,413,91,0,0,0,0,0,NA,0,8,2006,WD ,187000
496,60,RL,174.0,15138,1,0,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,689.0,1,0.0,773.0,1462.0,GasA,5,1,SBrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,5,9,Typ,1,Attchd,1995.0,3,810.0,2,0,146,202,0,0,0,0,NA,0,7,2009,WD ,403000
1651,60,RL,0.0,12046,1,0,2,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,3,3,CBlock,3,3,1,2,156.0,1,0.0,692.0,848.0,GasA,3,1,SBrkr,1118,912,0,2030,0.0,0.0,2,1,4,1,4,8,Typ,1,Attchd,1976.0,3,551.0,2,0,224,0,0,0,0,0,NA,0,6,2007,WD ,195000
1913,80,RL,100.0,9600,1,0,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,3,3,CBlock,3,3,3,5,600.0,1,0.0,618.0,1218.0,GasA,3,1,SBrkr,1254,0,0,1254,1.0,0.0,1,0,3,1,3,6,Typ,1,Attchd,1961.0,2,525.0,2,0,0,0,0,168,0,0,NA,0,5,2007,WD ,158500
2790,60,RL,90.0,11367,1,0,3,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,932.0,1,0.0,133.0,1065.0,GasA,5,1,SBrkr,1091,898,0,1989,1.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,2002.0,3,586.0,2,199,60,0,0,0,0,0,NA,0,11,2006,WD ,255000
1541,20,RL,56.0,26073,1,0,2,Lvl,AllPub,CulDSac,2,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,3,3,PConc,3,3,1,3,1116.0,1,0.0,782.0,1898.0,GasA,5,1,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,3,7,Typ,2,Attchd,1956.0,1,484.0,2,0,51,224,0,0,0,3,NA,0,4,2008,WD ,236500
1684,20,RL,65.0,7150,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,CBlock,3,3,1,4,725.0,1,0.0,263.0,988.0,GasA,3,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,5,Typ,0,Detchd,1974.0,1,360.0,2,0,0,0,0,0,0,0,NA,0,11,2007,WD ,129250
301,20,RL,100.0,15602,1,0,2,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,1247.0,1,0.0,254.0,1501.0,GasA,3,1,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,3,6,Typ,2,Attchd,1959.0,3,484.0,2,0,54,0,0,161,0,2,NA,0,3,2010,WD ,289000
1569,90,RL,76.0,10260,1,0,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,3,8,Typ,0,Attchd,1976.0,1,484.0,2,0,0,0,0,0,0,0,NA,0,11,2008,WD ,100000
2153,60,RL,0.0,12728,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,4,3,PConc,4,3,2,6,1198.0,1,0.0,333.0,1531.0,GasA,5,1,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,4,7,Typ,1,Attchd,2001.0,3,560.0,2,184,121,0,0,0,0,0,NA,0,1,2007,WD ,275000
1467,60,RL,96.0,11690,1,0,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,4,3,PConc,4,3,3,1,0.0,1,0.0,850.0,850.0,GasA,5,1,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,1999.0,1,560.0,2,120,29,0,0,0,0,0,NA,0,6,2008,WD ,207000
2540,20,RL,71.0,9230,1,0,3,Lvl,AllPub,Corner,2,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,2,6,661.0,1,0.0,203.0,864.0,GasA,4,1,SBrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,4,6,Typ,0,Detchd,1977.0,1,884.0,2,0,64,0,0,0,0,3,NA,0,10,2006,WD ,146000
2368,160,RM,21.0,1890,1,0,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,3,3,CBlock,3,3,1,5,282.0,1,0.0,212.0,494.0,GasA,5,1,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,3,6,Typ,0,Detchd,1973.0,1,264.0,2,0,0,0,0,0,0,0,NA,0,7,2006,WD ,116000
874,60,RL,0.0,9375,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739.0,1,0.0,318.0,1057.0,GasA,5,1,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,4,8,Typ,0,Attchd,1998.0,2,645.0,2,576,36,0,0,0,0,4,NA,0,2,2009,WD ,219500
463,120,RL,48.0,3480,1,0,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1405.0,1405.0,GasA,5,1,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,2003.0,2,478.0,2,148,36,0,0,0,0,0,NA,0,11,2009,WD ,173000
784,20,RL,0.0,17140,1,0,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,1059.0,1,0.0,75.0,1134.0,GasA,5,1,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,1956.0,2,284.0,2,0,0,0,0,0,0,0,NA,0,4,2009,WD ,135000
2149,60,RL,70.0,8749,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,654.0,1,0.0,325.0,979.0,GasA,5,1,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,2003.0,2,610.0,2,0,120,0,0,0,0,0,NA,0,6,2007,WD ,213000
2069,20,RL,91.0,11375,1,0,3,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,736.0,1,0.0,231.0,967.0,GasA,3,1,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,4,6,Typ,1,Attchd,1954.0,1,494.0,2,81,0,280,0,0,0,0,NA,0,10,2007,WD ,150000
1743,120,RL,53.0,3922,1,0,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1258.0,1258.0,GasA,5,1,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,4,7,Typ,1,Attchd,2006.0,3,648.0,2,120,16,0,0,0,0,0,NA,0,2,2007,New,194201
472,120,RL,43.0,3182,1,0,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,6,16.0,1,0.0,1330.0,1346.0,GasA,5,1,SBrkr,1504,0,0,1504,0.0,0.0,2,0,1,1,4,7,Typ,1,Attchd,2005.0,3,457.0,2,156,0,0,0,0,0,0,NA,0,5,2009,WD ,181000
1921,20,RL,75.0,9750,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3,3,1,3,608.0,1,0.0,834.0,1442.0,GasA,4,1,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,3,7,Typ,0,Attchd,1958.0,2,301.0,2,0,0,275,0,0,0,0,Shed,500,4,2007,COD,157900
2778,60,RL,72.0,13426,1,0,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,894.0,1,0.0,57.0,951.0,GasA,5,1,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,1999.0,3,586.0,2,208,107,0,0,0,0,0,NA,0,9,2006,WD ,217000
526,60,FV,85.0,10574,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1082.0,1082.0,GasA,5,1,SBrkr,1082,871,0,1953,0.0,0.0,2,1,3,1,4,9,Typ,1,Attchd,2005.0,2,1043.0,2,160,50,0,0,0,0,0,NA,0,5,2009,WD ,252000
2795,60,RL,70.0,8726,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,872.0,872.0,GasA,5,1,SBrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,4,8,Typ,0,BuiltIn,2002.0,2,529.0,2,0,108,0,0,0,0,0,NA,0,9,2006,WD ,197000
478,60,RL,62.0,7984,1,0,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,4,3,PConc,4,3,1,1,0.0,1,0.0,868.0,868.0,GasA,5,1,SBrkr,868,762,0,1630,0.0,0.0,2,1,3,1,4,7,Typ,1,BuiltIn,2004.0,3,436.0,2,120,48,0,0,0,0,0,NA,0,9,2009,WD ,189500
2841,50,RL,45.0,8248,1,1,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasW,4,1,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,2,7,Typ,0,Detchd,1955.0,1,280.0,1,207,0,96,0,0,0,0,NA,0,7,2006,WD ,116000
119,20,RL,0.0,9790,1,0,3,Lvl,AllPub,Inside,2,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3,3,1,5,569.0,3,81.0,678.0,1328.0,GasA,3,1,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,Typ,2,Attchd,1963.0,1,528.0,2,0,26,0,0,0,0,0,NA,0,6,2010,WD ,143000
1960,20,RL,60.0,7200,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,534.0,3,96.0,246.0,876.0,GasA,3,1,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,1950.0,1,276.0,2,0,80,0,0,0,0,0,NA,0,5,2007,WD ,119000
1277,50,RL,60.0,7200,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,673.0,1,0.0,181.0,854.0,GasA,2,1,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,3,6,Typ,0,Attchd,1954.0,1,240.0,2,0,0,0,0,0,0,1,NA,0,4,2008,WD ,127500
2466,60,FV,65.0,8125,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,858.0,858.0,GasA,5,1,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,2005.0,2,615.0,2,0,53,0,0,0,0,0,NA,0,2,2006,WD ,200825
2844,30,RL,60.0,8088,1,1,3,Lvl,AllPub,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,498.0,498.0,GasA,3,0,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,3,3,Typ,0,Detchd,1922.0,1,216.0,0,0,0,100,0,0,0,0,NA,0,2,2006,ConLD,35000
1028,60,RL,0.0,12511,1,0,2,Lvl,AllPub,Corner,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,4,3,PConc,4,3,1,5,988.0,1,0.0,432.0,1420.0,GasA,5,1,SBrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,4,8,Min2,2,Attchd,1978.0,3,1314.0,2,0,16,0,0,208,0,3,NA,0,12,2008,WD ,292500
1043,160,RM,21.0,1869,1,0,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3,3,1,3,321.0,1,0.0,162.0,483.0,GasA,3,1,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,0,Detchd,1987.0,1,280.0,2,0,0,0,0,0,0,0,NA,0,9,2008,WD ,106000
231,30,RL,94.0,9259,1,0,3,Lvl,AllPub,Corner,2,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,3,0,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,1945.0,1,440.0,0,80,0,0,0,0,0,0,NA,0,6,2010,WD ,85000
461,20,RL,129.0,16770,1,0,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,4,3,PConc,5,3,4,6,1196.0,1,0.0,516.0,1712.0,GasA,5,1,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,4,8,Typ,1,Attchd,2002.0,2,701.0,2,218,183,0,0,0,0,0,NA,0,9,2009,WD ,286500
33,120,RL,53.0,4043,1,0,3,Lvl,AllPub,Inside,2,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,360.0,1,0.0,709.0,1069.0,GasA,3,1,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,3,4,Typ,1,Attchd,1977.0,2,440.0,2,0,55,0,0,165,0,0,NA,0,7,2010,WD ,127500
1795,20,FV,75.0,9000,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1335.0,1335.0,GasA,5,1,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,2007.0,2,575.0,2,0,210,0,0,0,0,0,NA,0,6,2007,New,210400
1073,120,RL,62.0,12677,1,0,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5,3,4,6,1218.0,1,0.0,300.0,1518.0,GasA,5,1,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,5,6,Typ,1,Attchd,2003.0,2,588.0,2,185,140,0,0,0,0,0,NA,0,4,2008,WD ,274000
1576,60,RL,107.0,12852,1,0,2,HLS,AllPub,Corner,2,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,770.0,1,0.0,150.0,920.0,GasA,5,1,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,4,6,Typ,1,Attchd,2007.0,3,612.0,2,0,192,0,0,0,0,0,NA,0,1,2008,New,264966
2044,50,RM,60.0,10320,1,1,3,Lvl,AllPub,Corner,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,2,1,1,0.0,1,0.0,771.0,771.0,GasA,2,1,SBrkr,866,504,114,1484,0.0,0.0,2,0,3,1,3,6,Sal,0,Detchd,1910.0,1,264.0,0,14,211,0,0,84,0,0,NA,0,9,2007,COD,50000
185,50,RM,60.0,10800,1,0,3,Lvl,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,3,1,2,686.0,1,0.0,0.0,686.0,GasA,3,1,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,3,7,Typ,0,Detchd,1961.0,1,416.0,2,0,0,196,0,0,0,0,Shed,1200,6,2010,WD ,139000
1828,60,RL,0.0,19522,1,0,2,Bnk,AllPub,Inside,2,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,4,3,PConc,4,3,1,6,727.0,1,0.0,496.0,1223.0,GasA,4,1,SBrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,1990.0,2,564.0,2,0,99,0,0,182,0,0,NA,0,2,2007,WD ,300000
344,80,RL,75.0,13860,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,1410.0,1,0.0,542.0,1952.0,GasA,4,1,SBrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,5,9,Typ,3,Attchd,1972.0,3,538.0,2,269,111,0,0,0,0,3,NA,0,7,2009,WD ,345000
2152,20,RL,73.0,11927,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519.0,4,3,PConc,4,3,4,4,408.0,6,465.0,683.0,1556.0,GasA,5,1,SBrkr,1592,0,0,1592,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,1994.0,3,484.0,2,120,35,0,0,0,0,0,NA,0,6,2007,WD ,228000
1752,80,RL,0.0,11950,1,0,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,5,1,SBrkr,754,640,0,1394,0.0,0.0,2,1,3,1,4,7,Typ,1,BuiltIn,2003.0,3,400.0,2,100,0,0,0,0,0,0,NA,0,10,2007,WD ,165500
2637,70,RM,57.0,9906,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,2,0,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,3,8,Typ,0,Detchd,1940.0,1,210.0,2,0,172,60,0,0,0,0,NA,0,9,2006,WD ,107000
1000,120,RL,41.0,4923,1,0,3,Lvl,AllPub,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5,3,3,6,1153.0,1,0.0,440.0,1593.0,GasA,5,1,SBrkr,1593,0,0,1593,1.0,0.0,1,1,0,1,5,5,Typ,1,Attchd,2001.0,3,682.0,2,0,120,0,0,224,0,0,NA,0,8,2008,WD ,286000
727,30,C (all),60.0,7879,1,0,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,495.0,1,0.0,225.0,720.0,GasA,3,0,FuseA,720,0,0,720,0.0,0.0,1,0,2,1,3,4,Typ,0,NA,0.0,0,0.0,0,0,523,115,0,0,0,2,NA,0,11,2009,WD ,34900
2612,20,RL,66.0,7800,1,0,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,312.0,2,600.0,0.0,912.0,GasA,3,1,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,1964.0,1,288.0,2,0,0,0,0,0,0,0,NA,0,11,2006,WD ,115000
2422,120,RL,0.0,3196,1,0,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1273.0,1273.0,GasA,5,1,SBrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,Typ,1,Attchd,2003.0,3,400.0,2,143,20,0,0,0,0,0,NA,0,5,2006,WD ,215000
752,70,RM,68.0,9928,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,2,1,SBrkr,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,Min2,0,Detchd,1915.0,1,216.0,0,24,28,0,0,0,0,0,Shed,400,6,2009,WD ,179900
15,120,RL,0.0,6820,1,0,2,Lvl,AllPub,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,6,368.0,4,1120.0,0.0,1488.0,GasA,3,1,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,4,4,Typ,0,Attchd,1985.0,2,528.0,2,0,54,0,0,140,0,0,NA,0,6,2010,WD ,212000
2319,60,RL,50.0,13128,1,0,2,HLS,AllPub,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1074.0,1074.0,GasA,5,1,SBrkr,1074,990,0,2064,0.0,0.0,2,1,4,1,4,7,Typ,1,Attchd,2005.0,3,527.0,2,0,119,0,0,0,0,0,NA,0,1,2006,WD ,250000
2681,50,RM,52.0,6240,1,0,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1042.0,1042.0,GasA,5,1,SBrkr,1042,534,0,1576,0.0,0.0,1,0,3,1,3,8,Typ,1,Detchd,1928.0,1,225.0,2,0,0,0,0,0,0,0,NA,0,8,2006,WD ,149000
1006,60,RL,0.0,8000,1,0,3,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,6,219.0,1,0.0,554.0,773.0,GasA,4,1,SBrkr,773,885,0,1658,1.0,0.0,2,1,3,1,3,8,Typ,1,Attchd,1995.0,3,431.0,2,224,84,0,0,0,0,0,NA,0,6,2008,WD ,188000
2596,30,RL,60.0,10410,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,713.0,713.0,GasA,5,1,SBrkr,713,0,0,713,0.0,0.0,1,0,2,1,4,5,Typ,0,Detchd,1936.0,1,371.0,0,0,75,161,0,0,0,0,NA,0,10,2006,WD ,99800
2002,70,RM,60.0,10800,1,1,3,Bnk,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,718.0,718.0,GasA,5,1,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,3,8,Typ,0,Detchd,1996.0,1,704.0,1,0,48,143,0,0,0,0,NA,0,7,2007,WD ,159500
